,day,treatment,metarep,rep,rep_a,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,edge,mediaan,metapop
435,23,4,4,12,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
436,23,16,4,36,A,2,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,164
437,23,4,3,7,A,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,43
438,23,4,3,8,B,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,43
439,23,8,1,17,C,0,0,0,3,4,6,3,3,3,10,1,0,0,0,0,0,0,0,11,8,81
440,23,8,1,16,B,0,0,3,6,1,0,3,7,1,3,4,2,1,1,2,3,0,1,18,8,81
441,23,4,2,6,C,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,42
442,23,4,2,5,B,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42
443,23,4,1,3,C,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,8,6,41
444,23,16,2,31,A,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,162
445,25,16,2,32,B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,8,162
446,25,16,2,33,C,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,162
447,25,16,1,28,A,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,161
448,25,16,1,29,B,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,161
449,25,4,5,13,A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,45
450,25,4,5,14,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
451,25,8,3,20,B,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,8,7,83
452,25,8,3,19,A,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,83
453,25,8,3,21,C,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,83
454,25,8,4,22,A,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,84
455,25,16,5,37,A,1,0,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,8,7,165
456,25,8,2,18,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82
457,25,16,3,35,B,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,4,163
458,25,16,3,34,A,0,0,0,1,0,1,0,2,6,2,0,0,0,0,0,0,0,0,10,9,163
459,25,8,4,23,B,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,84
460,25,8,4,24,C,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,84
461,25,4,1,1,A,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5,41
462,25,4,1,2,B,1,0,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,8,6,41
463,25,8,5,25,A,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,5,85
464,25,8,5,26,B,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,85
465,25,8,5,27,C,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,85
466,25,16,1,30,C,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,161
467,25,4,3,9,C,0,0,0,0,0,0,0,2,5,2,2,0,0,0,0,0,0,0,11,9,43
468,25,4,2,4,A,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42
469,25,4,4,11,B,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,44
470,25,4,4,10,A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44
471,25,8,1,15,A,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,81
472,25,4,4,12,C,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44
473,25,16,4,36,A,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,164
474,25,4,3,7,A,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,43
475,25,4,3,8,B,0,0,0,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,8,6,43
476,25,8,1,17,C,0,0,0,2,0,1,2,0,1,5,6,1,1,0,0,0,0,0,13,10,81
477,25,8,1,16,B,0,0,0,0,0,0,0,2,3,1,1,2,0,1,2,3,0,1,18,12,81
478,25,4,2,6,C,0,0,1,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,7,6,42
479,25,4,2,5,B,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42
480,25,4,1,3,C,0,0,0,2,1,0,2,6,0,0,0,0,0,0,0,0,0,0,8,8,41
481,25,16,2,31,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,162
482,27,16,2,32,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,162
483,27,16,2,33,C,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,162
484,27,16,1,28,A,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,161
485,27,16,1,29,B,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,161
486,27,4,5,13,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
487,27,4,5,14,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
488,27,8,3,20,B,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,8,8,83
489,27,8,3,19,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,83
490,27,8,3,21,C,1,1,0,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,83
491,27,8,4,22,A,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,84
492,27,16,5,37,A,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,8,8,165
493,27,8,2,18,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,82
494,27,16,3,35,B,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,8,163
495,27,16,3,34,A,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,12,9,163
496,27,8,4,23,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
497,27,8,4,24,C,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,84
498,27,4,1,1,A,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,41
499,27,4,1,2,B,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,7,41
500,27,8,5,25,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
501,27,8,5,26,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,85
502,27,8,5,27,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,85
503,27,16,1,30,C,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,6,161
504,27,4,3,9,C,0,0,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,12,10,43
505,27,4,2,4,A,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,42
506,27,4,4,11,B,3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,44
507,27,4,4,10,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
508,27,8,1,15,A,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,81
509,27,4,4,12,C,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44
510,27,16,4,36,A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,164
511,27,4,3,7,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
512,27,4,3,8,B,0,0,1,1,2,0,7,1,0,0,0,0,0,0,0,0,0,0,8,7,43
513,27,8,1,17,C,0,0,0,1,1,0,0,2,5,1,2,1,0,0,0,0,0,0,12,9,81
514,27,8,1,16,B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,17,16,81
515,27,4,2,6,C,0,0,0,2,1,6,1,3,0,0,0,0,0,0,0,0,0,0,8,6,42
516,27,4,2,5,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,42
517,27,4,1,3,C,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,8,7,41
518,27,16,2,31,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
